NR_CRT,SIRUTA,JUDET,UAT,TIP_PROPRIETATE,NUMAR_IMOBILE_TEREN,SUPRAFATA_CADASTRATA_HA,SUPRAFATA_UAT_HA,NR_APARTAMENTE
762,28941,BIHOR,Cura?ele,extravilan,373,662.1502,9089.95,0
763,28941,BIHOR,Cura?ele,intravilan,1066,340.525,9089.95,0
764,28709,BIHOR,Campani,extravilan,98,25.9703,4589.31,0
765,28709,BIHOR,Campani,intravilan,526,125.9339,4589.31,0
766,28077,BIHOR,Cabe?ti,extravilan,500,951.8698,7166.2,0
767,28077,BIHOR,Cabe?ti,intravilan,411,103.2281,7166.2,0
768,28139,BIHOR,Capalna,extravilan,283,187.7661,5429.56,0
769,28139,BIHOR,Capalna,intravilan,924,285.0723,5429.56,0
770,28193,BIHOR,Carpinet,extravilan,1128,316.0807,6891.74,0
771,28193,BIHOR,Carpinet,intravilan,379,84.3105,6891.74,0
772,29038,BIHOR,Derna,extravilan,392,503.4031,4905.04,0
773,29038,BIHOR,Derna,intravilan,684,880.0086,4905.04,21
774,29092,BIHOR,Diosig,extravilan,2870,2628.4748,9178.24,0
775,29092,BIHOR,Diosig,intravilan,1683,869.6342,9178.24,25
776,29154,BIHOR,Dobre?ti,extravilan,196,379.6918,13235.99,0
777,29154,BIHOR,Dobre?ti,intravilan,911,538.3442,13235.99,0
778,29341,BIHOR,Drage?ti,extravilan,1402,1547.7496,5242.82,0
779,29341,BIHOR,Drage?ti,intravilan,903,392.9361,5242.82,4
780,29243,BIHOR,Dragane?ti,extravilan,976,360.3773,3769.73,0
781,29243,BIHOR,Dragane?ti,intravilan,964,398.6875,3769.73,0
782,29403,BIHOR,Fini?,extravilan,373,2247.5009,10384.4,0
783,29403,BIHOR,Fini?,intravilan,896,258.5058,10384.4,0
784,32195,BIHOR,Gepiu,extravilan,2286,3090.7862,4237.99,0
785,32195,BIHOR,Gepiu,intravilan,1343,330.1561,4237.99,2
786,29467,BIHOR,Giri?u de Cri?,extravilan,2930,3555.9172,4478.62,0
787,29467,BIHOR,Giri?u de Cri?,intravilan,2147,854.3609,4478.62,9
788,29519,BIHOR,Hidi?elu de Sus,extravilan,1248,1703.2733,9078.98,0
789,29519,BIHOR,Hidi?elu de Sus,intravilan,3906,2481.7848,9078.98,6
790,29573,BIHOR,Holod,extravilan,496,984.7899,6720.32,0
791,29573,BIHOR,Holod,intravilan,866,423.38,6720.32,0
792,29662,BIHOR,Husasau de Tinca,extravilan,3708,5837.9566,11946.01,0
793,29662,BIHOR,Husasau de Tinca,intravilan,1106,610.1875,11946.01,0
794,29724,BIHOR,Ineu,extravilan,1387,1052.1117,5026.82,0
795,29724,BIHOR,Ineu,intravilan,1159,839.3716,5026.82,3
796,29760,BIHOR,Lazuri de Beiu?,extravilan,114,618.0424,5935.22,0
797,29760,BIHOR,Lazuri de Beiu?,intravilan,451,929.263,5935.22,0
798,29902,BIHOR,Luga?u de Jos,extravilan,566,1265.9678,5699.59,0
799,29902,BIHOR,Luga?u de Jos,intravilan,941,832.6946,5699.59,2
800,29948,BIHOR,Lunca,extravilan,613,252.9828,7002.49,0
801,29948,BIHOR,Lunca,intravilan,874,207.7747,7002.49,0
802,29813,BIHOR,Lazareni,extravilan,2789,3634.8181,7983.18,0
803,29813,BIHOR,Lazareni,intravilan,1665,1084.758,7983.18,0
804,26877,BIHOR,Marghita,extravilan,882,1779.9099,8413.45,0
805,26877,BIHOR,Marghita,intravilan,3490,1152.4214,8413.45,2433
806,30014,BIHOR,Madaras,extravilan,3909,4988.6026,9467.88,0
807,30014,BIHOR,Madaras,intravilan,1181,590.0775,9467.88,2
808,30069,BIHOR,Mage?ti,extravilan,652,1039.8111,5135.56,0
809,30069,BIHOR,Mage?ti,intravilan,1015,767.1398,5135.56,0
810,30149,BIHOR,Nojorid,extravilan,4917,6371.8323,12285.2,0
811,30149,BIHOR,Nojorid,intravilan,5221,1344.7667,12285.2,80
812,26920,BIHOR,Nucet,extravilan,16,12.8154,4093.73,0
813,26920,BIHOR,Nucet,intravilan,1369,729.3067,4093.73,117
814,30229,BIHOR,Olcea,extravilan,3831,3164.463,8825.16,0
815,30229,BIHOR,Olcea,intravilan,621,235.6924,8825.16,2
816,26564,BIHOR,Oradea,extravilan,3840,2268.9359,11524.45,0
817,26564,BIHOR,Oradea,intravilan,41013,6571.422,11524.45,55180
818,30274,BIHOR,O?orhei,extravilan,3037,2231.6991,6502.88,0
819,30274,BIHOR,O?orhei,intravilan,5248,1185.7131,6502.88,26
820,32161,BIHOR,Paleu,extravilan,2187,2146.6455,4928.11,0
821,32161,BIHOR,Paleu,intravilan,5481,943.5838,4928.11,102
822,30336,BIHOR,Pietroasa,extravilan,193,875.1001,16805.09,0
823,30336,BIHOR,Pietroasa,intravilan,909,188.5958,16805.09,0
824,30416,BIHOR,Pocola,extravilan,887,558.4985,2403.5,0
825,30416,BIHOR,Pocola,intravilan,555,162.5229,2403.5,0
826,30470,BIHOR,Pomezeu,extravilan,108,317.3888,5465.72,0
827,30470,BIHOR,Pomezeu,intravilan,470,152.7932,5465.72,0
828,30568,BIHOR,Pope?ti,extravilan,851,3488.4088,10983.4,0
829,30568,BIHOR,Pope?ti,intravilan,1898,2546.3087,10983.4,235
830,30719,BIHOR,Remetea,extravilan,329,891.7088,6657.15,0
831,30719,BIHOR,Remetea,intravilan,800,271.8124,6657.15,0
832,30773,BIHOR,Rieni,extravilan,493,489.7516,6763.38,0
833,30773,BIHOR,Rieni,intravilan,1261,277.044,6763.38,10
834,30844,BIHOR,Ro?ia,extravilan,282,923.2426,7414.43,0
835,30844,BIHOR,Ro?ia,intravilan,538,249.537,7414.43,0
836,32187,BIHOR,Ro?iori,extravilan,1526,1308.6135,4748.99,0
837,32187,BIHOR,Ro?iori,intravilan,824,294.7714,4748.99,0
838,30648,BIHOR,Rabagani,extravilan,109,286.0091,3646.37,0
839,30648,BIHOR,Rabagani,intravilan,464,156.8567,3646.37,0
840,26975,BIHOR,Salonta,extravilan,5724,12388.2267,17282.91,0
841,26975,BIHOR,Salonta,intravilan,5174,1223.8803,17282.91,1902
842,31208,BIHOR,Spinu?,extravilan,359,744.7637,2997.55,0
843,31208,BIHOR,Spinu?,intravilan,562,487.5255,2997.55,0
844,31262,BIHOR,Suplacu de Barcau,extravilan,1470,1185.7692,4359.49,0
845,31262,BIHOR,Suplacu de Barcau,intravilan,1350,1405.7824,4359.49,136
846,31057,BIHOR,Sambata,extravilan,808,400.7849,2992.02,0
847,31057,BIHOR,Sambata,intravilan,541,179.5691,2992.02,0
848,28610,BIHOR,Saniob,extravilan,1902,1453.0299,5712.55,0
849,28610,BIHOR,Saniob,intravilan,914,476.0599,5712.55,1
850,26582,BIHOR,Sanmartin,extravilan,2282,1434.4236,6169.15,0
851,26582,BIHOR,Sanmartin,intravilan,10637,1983.2964,6169.15,1102
852,32179,BIHOR,Sannicolau Roman,extravilan,2834,4039.7214,7444.35,0
853,32179,BIHOR,Sannicolau Roman,intravilan,751,262.6696,7444.35,0
854,26653,BIHOR,Santandrei,extravilan,1243,1434.3553,2633.62,0
855,26653,BIHOR,Santandrei,intravilan,6113,1224.2993,2633.62,217
856,31128,BIHOR,Sarbi,extravilan,2746,1879.6391,6307.92,0
857,31128,BIHOR,Sarbi,intravilan,772,288.4207,6307.92,6
858,30915,BIHOR,Sacueni,extravilan,2242,5017.2076,15070.45,0
859,30915,BIHOR,Sacueni,intravilan,2867,1530.284,15070.45,253
860,30871,BIHOR,Sacadat,extravilan,1116,1058.7608,4339.08,0
861,30871,BIHOR,Sacadat,intravilan,918,485.9079,4339.08,0
862,30988,BIHOR,Salacea,extravilan,259,734.6597,6415.77,0
863,30988,BIHOR,Salacea,intravilan,507,201.615,6415.77,2
864,31011,BIHOR,Salard,extravilan,3473,2884.0788,7049.76,0
865,31011,BIHOR,Salard,intravilan,1648,454.683,7049.76,65
866,31565,BIHOR,Tarcea,extravilan,688,890.7325,6456.99,0
867,31565,BIHOR,Tarcea,intravilan,578,383.4114,6456.99,7
868,31716,BIHOR,Tileagd,extravilan,1794,1499.1082,6950.8,0
869,31716,BIHOR,Tileagd,intravilan,2135,936.4116,6950.8,31
870,31789,BIHOR,Tinca,extravilan,3152,5446.7677,13975.33,0
871,31789,BIHOR,Tinca,intravilan,2021,1193.1422,13975.33,43
872,32201,BIHOR,Toboliu,extravilan,2246,1996.9002,4323.73,0
873,32201,BIHOR,Toboliu,intravilan,839,295.2991,4323.73,3
874,31841,BIHOR,Tulca,extravilan,7026,5389.7905,5751.78,0
875,31841,BIHOR,Tulca,intravilan,1534,395.3081,5751.78,7
876,32153,BIHOR,Tama?eu,extravilan,3266,2973.0655,4388.82,0
877,32153,BIHOR,Tama?eu,intravilan,1730,578.6835,4388.82,0
878,31609,BIHOR,Tarcaia,extravilan,501,2760.8702,7721.98,0
879,31609,BIHOR,Tarcaia,intravilan,627,146.2599,7721.98,0
880,31654,BIHOR,Tauteu,extravilan,776,1330.1717,6450.58,0
881,31654,BIHOR,Tauteu,intravilan,1270,1277.8193,6450.58,11
882,31921,BIHOR,Uileacu de Beiu?,extravilan,96,436.9635,4425.21,0
883,31921,BIHOR,Uileacu de Beiu?,intravilan,363,70.5973,4425.21,0
884,31976,BIHOR,Vadu Cri?ului,extravilan,532,1968.9858,7485.62,0
885,31976,BIHOR,Vadu Cri?ului,intravilan,1197,908.9626,7485.62,8
886,32027,BIHOR,Valea lui Mihai,extravilan,328,1046.6198,7334.82,0
887,32027,BIHOR,Valea lui Mihai,intravilan,2443,846.1303,7334.82,271
888,27007,BIHOR,Va?cau,extravilan,109,36.026,6431.16,0
889,27007,BIHOR,Va?cau,intravilan,547,140.6047,6431.16,10
890,32045,BIHOR,Vii?oara,extravilan,343,418.1817,4305.94,0
891,32045,BIHOR,Vii?oara,intravilan,311,627.0301,4305.94,0
892,32090,BIHOR,Varciorog,extravilan,937,2507.3234,8087,0
893,32090,BIHOR,Varciorog,intravilan,591,407.0681,8087,0
894,31333,BIHOR,?imian,extravilan,587,2412.7754,9214.26,0
895,31333,BIHOR,?imian,intravilan,783,439.2603,9214.26,4
896,31379,BIHOR,?inteu,extravilan,363,2481.3066,4935.24,0
897,31379,BIHOR,?inteu,intravilan,776,1385.9496,4935.24,0
898,31422,BIHOR,?oimi,extravilan,237,318.8646,10157.16,0
899,31422,BIHOR,?oimi,intravilan,474,162.478,10157.16,0
900,26840,BIHOR,?tei,extravilan,56,187.909,654.23,0
901,26840,BIHOR,?tei,intravilan,844,174.4669,654.23,845
902,31510,BIHOR,?uncuiu?,extravilan,1310,2569.1187,8504.38,0
903,31510,BIHOR,?uncuiu?,intravilan,1468,948.5326,8504.38,158
904,31878,BIHOR,?e?chea,extravilan,1323,1849.2806,4958.82,0
905,31878,BIHOR,?e?chea,intravilan,3174,1518.6602,4958.82,2
906,32483,BISTRITA?NASAUD,Beclean,extravilan,582,336.0886,5860.48,0
907,32483,BISTRITA?NASAUD,Beclean,intravilan,3348,1176.4935,5860.48,1165
908,32394,BISTRITA?NASAUD,Bistri?a,extravilan,4170,6425.907,14536.35,0
909,32394,BISTRITA?NASAUD,Bistri?a,intravilan,23073,4427.4464,14536.35,29801
910,32633,BISTRITA?NASAUD,Bistri?a Bargaului,extravilan,656,5215.4054,20007.25,0
911,32633,BISTRITA?NASAUD,Bistri?a Bargaului,intravilan,2525,8114.3339,20007.25,27
912,32660,BISTRITA?NASAUD,Brani?tea,extravilan,71,28.2307,4253.08,0
913,32660,BISTRITA?NASAUD,Brani?tea,intravilan,600,148.9516,4253.08,12
914,32704,BISTRITA?NASAUD,Budacu de Jos,extravilan,1025,446.9976,6058.32,0
915,32704,BISTRITA?NASAUD,Budacu de Jos,intravilan,1148,355.9164,6058.32,60
916,32768,BISTRITA?NASAUD,Bude?ti,extravilan,45,210.0868,5240.88,0
917,32768,BISTRITA?NASAUD,Bude?ti,intravilan,280,432.7931,5240.88,17
918,32884,BISTRITA?NASAUD,Cetate,extravilan,847,656.3346,6393.41,0
919,32884,BISTRITA?NASAUD,Cetate,intravilan,886,429.8709,6393.41,3
920,33015,BISTRITA?NASAUD,Chiochi?,extravilan,222,306.1576,9229.49,0
921,33015,BISTRITA?NASAUD,Chiochi?,intravilan,481,881.6564,9229.49,3
922,33122,BISTRITA?NASAUD,Chiuza,extravilan,162,285.0031,4390.99,0
923,33122,BISTRITA?NASAUD,Chiuza,intravilan,782,790.0191,4390.99,11
924,32955,BISTRITA?NASAUD,Ciceu-Giurge?ti,extravilan,15,37.2459,5379.07,0
925,32955,BISTRITA?NASAUD,Ciceu-Giurge?ti,intravilan,251,137.5873,5379.07,0
926,179953,BISTRITA?NASAUD,Ciceu-Mihaiesti,extravilan,591,320.9562,3480.2,0
927,179953,BISTRITA?NASAUD,Ciceu-Mihaiesti,intravilan,280,217.6075,3480.2,0
928,33177,BISTRITA?NASAUD,Co?buc,extravilan,47,44.4593,3004.75,0
929,33177,BISTRITA?NASAUD,Co?buc,intravilan,490,148.1698,3004.75,6
930,32811,BISTRITA?NASAUD,Caianu Mic,extravilan,90,401.2428,5827.25,0
931,32811,BISTRITA?NASAUD,Caianu Mic,intravilan,827,260.6882,5827.25,1
932,33202,BISTRITA?NASAUD,Dumitra,extravilan,909,1738.437,8534.43,0
933,33202,BISTRITA?NASAUD,Dumitra,intravilan,1340,434.6813,8534.43,21
934,179686,BISTRITA?NASAUD,Dumitrita,extravilan,336,278.7734,10524.48,0
935,179686,BISTRITA?NASAUD,Dumitrita,intravilan,566,1961.3542,10524.48,2
936,33248,BISTRITA?NASAUD,Feldru,extravilan,276,1399.3842,12302.8,0
937,33248,BISTRITA?NASAUD,Feldru,intravilan,2899,642.6924,12302.8,18
938,33275,BISTRITA?NASAUD,Gala?ii Bistri?ei,extravilan,465,501.8665,7094.99,0
939,33275,BISTRITA?NASAUD,Gala?ii Bistri?ei,intravilan,914,529.298,7094.99,0
940,33337,BISTRITA?NASAUD,Ilva Mare,extravilan,677,909.0417,6725.87,0
941,33337,BISTRITA?NASAUD,Ilva Mare,intravilan,1832,975.7867,6725.87,0
942,33364,BISTRITA?NASAUD,Ilva Mica,extravilan,532,763.0621,5322.39,0
943,33364,BISTRITA?NASAUD,Ilva Mica,intravilan,1641,578.3588,5322.39,40
944,33382,BISTRITA?NASAUD,Josenii Bargaului,extravilan,460,398.7112,4879.51,0
945,33382,BISTRITA?NASAUD,Josenii Bargaului,intravilan,1748,541.2788,4879.51,25
946,33435,BISTRITA?NASAUD,Lechin?a,extravilan,729,1189.8347,13359.82,0
947,33435,BISTRITA?NASAUD,Lechin?a,intravilan,1474,1240.4395,13359.82,107
948,33514,BISTRITA?NASAUD,Le?u,extravilan,226,290.4556,9013.58,0
949,33514,BISTRITA?NASAUD,Le?u,intravilan,870,737.217,9013.58,0
950,33541,BISTRITA?NASAUD,Livezile,extravilan,1594,2711.4997,9343.68,0
951,33541,BISTRITA?NASAUD,Livezile,intravilan,2157,782.0318,9343.68,35
952,33603,BISTRITA?NASAUD,Lunca Ilvei,extravilan,2957,9099.9895,11008.07,0
953,33603,BISTRITA?NASAUD,Lunca Ilvei,intravilan,2537,853.9926,11008.07,10
954,33621,BISTRITA?NASAUD,Maieru,extravilan,759,2311.6774,14850.16,0
955,33621,BISTRITA?NASAUD,Maieru,intravilan,2465,803.4303,14850.16,17
956,33658,BISTRITA?NASAUD,Matei,extravilan,185,435.9759,8382.99,0
957,33658,BISTRITA?NASAUD,Matei,intravilan,485,295.9144,8382.99,0
958,33845,BISTRITA?NASAUD,Mice?tii de Campie,extravilan,243,235.4577,4410.42,0
959,33845,BISTRITA?NASAUD,Mice?tii de Campie,intravilan,186,113.1707,4410.42,12
960,33881,BISTRITA?NASAUD,Mila?,extravilan,77,166.6449,4985.04,0
961,33881,BISTRITA?NASAUD,Mila?,intravilan,155,190.7436,4985.04,14
962,33952,BISTRITA?NASAUD,Monor,extravilan,124,29.9938,5249.86,0
963,33952,BISTRITA?NASAUD,Monor,intravilan,232,89.777,5249.86,2
964,33729,BISTRITA?NASAUD,Magura Ilvei,extravilan,2203,2307.0829,2765.1,0
965,33729,BISTRITA?NASAUD,Magura Ilvei,intravilan,1485,483.7482,2765.1,20
966,33765,BISTRITA?NASAUD,Mari?elu,extravilan,466,258.2371,7764.24,0
967,33765,BISTRITA?NASAUD,Mari?elu,intravilan,726,233.8587,7764.24,0
968,179659,BISTRITA?NASAUD,Negrilesti,extravilan,35,65.4642,6060.22,0
969,179659,BISTRITA?NASAUD,Negrilesti,intravilan,280,178.5799,6060.22,2
970,33989,BISTRITA?NASAUD,Nimigea,extravilan,465,378.2981,9912.22,0
971,33989,BISTRITA?NASAUD,Nimigea,intravilan,1510,497.7675,9912.22,0
972,34075,BISTRITA?NASAUD,Nu?eni,extravilan,99,293.4644,9228.51,0
973,34075,BISTRITA?NASAUD,Nu?eni,intravilan,671,568.4462,9228.51,2
974,32544,BISTRITA?NASAUD,Nasaud,extravilan,262,110.4763,4352.78,0
975,32544,BISTRITA?NASAUD,Nasaud,intravilan,4580,861.7079,4352.78,1750
976,34155,BISTRITA?NASAUD,Parva,extravilan,108,143.9787,7309.77,0
977,34155,BISTRITA?NASAUD,Parva,intravilan,435,360.5864,7309.77,12
978,34173,BISTRITA?NASAUD,Petru Rare?,extravilan,104,101.1493,2924.1,0
979,34173,BISTRITA?NASAUD,Petru Rare?,intravilan,646,628.684,2924.1,13
980,179720,BISTRITA?NASAUD,Poiana  Ilvei,extravilan,40,27.9382,2316.21,0
981,179720,BISTRITA?NASAUD,Poiana  Ilvei,intravilan,773,219.5142,2316.21,2
982,34235,BISTRITA?NASAUD,Prundu Bargaului,extravilan,319,251.1756,4196.03,0
983,34235,BISTRITA?NASAUD,Prundu Bargaului,intravilan,1804,501.5377,4196.03,286
984,34262,BISTRITA?NASAUD,Rebra,extravilan,78,73.9295,4744.57,0
985,34262,BISTRITA?NASAUD,Rebra,intravilan,750,287.6864,4744.57,5
986,34280,BISTRITA?NASAUD,Rebri?oara,extravilan,628,4025.2784,14786.05,0
987,34280,BISTRITA?NASAUD,Rebri?oara,intravilan,2034,1002.9581,14786.05,8
988,34333,BISTRITA?NASAUD,Rodna,extravilan,278,887.275,13918.58,0
989,34333,BISTRITA?NASAUD,Rodna,intravilan,2360,1772.1923,13918.58,50
990,34360,BISTRITA?NASAUD,Romuli,extravilan,43,46.4518,9843.94,0
991,34360,BISTRITA?NASAUD,Romuli,intravilan,286,228.9973,9843.94,0
992,179944,BISTRITA?NASAUD,Runcu Salvei,extravilan,121,120.2395,3164.94,0
993,179944,BISTRITA?NASAUD,Runcu Salvei,intravilan,254,104.103,3164.94,0
994,34397,BISTRITA?NASAUD,Salva,extravilan,655,197.0601,2632.39,0
995,34397,BISTRITA?NASAUD,Salva,intravilan,1169,254.6772,2632.39,8
996,34422,BISTRITA?NASAUD,Siliva?u de Campie,extravilan,74,82.5751,3103.49,0
997,34422,BISTRITA?NASAUD,Siliva?u de Campie,intravilan,255,241.3649,3103.49,0
998,34547,BISTRITA?NASAUD,Spermezeu,extravilan,434,297.1134,8235.04,0
999,34547,BISTRITA?NASAUD,Spermezeu,intravilan,562,743.9745,8235.04,2
1000,32599,BISTRITA?NASAUD,Sangeorz-Bai,extravilan,240,227.7483,14442.31,0
1001,32599,BISTRITA?NASAUD,Sangeorz-Bai,intravilan,4088,859.0907,14442.31,208
1002,34477,BISTRITA?NASAUD,Sanmihaiu de Campie,extravilan,183,914.1909,6543.36,0
1003,34477,BISTRITA?NASAUD,Sanmihaiu de Campie,intravilan,377,565.6078,6543.36,11
1004,34985,BISTRITA?NASAUD,Teaca,extravilan,877,1548.6959,13980.82,0
1005,34985,BISTRITA?NASAUD,Teaca,intravilan,1473,708.0213,13980.82,110
1006,35054,BISTRITA?NASAUD,Telciu,extravilan,545,1626.5754,28537.17,0
1007,35054,BISTRITA?NASAUD,Telciu,intravilan,2671,5282.1226,28537.17,37
1008,35090,BISTRITA?NASAUD,Tiha Bargaului,extravilan,710,5915.6837,23990.53,0
1009,35090,BISTRITA?NASAUD,Tiha Bargaului,intravilan,2679,3725.745,23990.53,21
1010,35152,BISTRITA?NASAUD,Tarli?ua,extravilan,94,712.8317,15808,0
1011,35152,BISTRITA?NASAUD,Tarli?ua,intravilan,443,807.6724,15808,5
1012,35269,BISTRITA?NASAUD,Uriu,extravilan,139,265.1433,4882.51,0
1013,35269,BISTRITA?NASAUD,Uriu,intravilan,912,406.163,4882.51,14
1014,35312,BISTRITA?NASAUD,Urmeni?,extravilan,125,125.4965,5835,0
1015,35312,BISTRITA?NASAUD,Urmeni?,intravilan,177,253.5915,5835,0
1016,35429,BISTRITA?NASAUD,Zagra,extravilan,413,137.932,15123.83,0
1017,35429,BISTRITA?NASAUD,Zagra,intravilan,946,320.9082,15123.83,2
1018,34618,BISTRITA?NASAUD,?an?,extravilan,325,363.5011,26768.8,0
1019,34618,BISTRITA?NASAUD,?an?,intravilan,1350,616.4245,26768.8,9
1020,34645,BISTRITA?NASAUD,?ieu,extravilan,3176,2074.6897,7230.37,0
1021,34645,BISTRITA?NASAUD,?ieu,intravilan,563,445.2913,7230.37,12
1022,34690,BISTRITA?NASAUD,?ieu-Magheru?,extravilan,858,822.9021,5997.36,0
1023,34690,BISTRITA?NASAUD,?ieu-Magheru?,intravilan,2333,888.1335,5997.36,21
1024,34770,BISTRITA?NASAUD,?ieu-Odorhei,extravilan,111,68.8706,5239.44,0
1025,34770,BISTRITA?NASAUD,?ieu-Odorhei,intravilan,723,456.3671,5239.44,10
1026,34850,BISTRITA?NASAUD,?ieu?,extravilan,1996,646.2602,7288.63,0
1027,34850,BISTRITA?NASAUD,?ieu?,intravilan,509,182.7408,7288.63,0
1028,34903,BISTRITA?NASAUD,?intereag,extravilan,611,1475.4901,7273.05,0
1029,34903,BISTRITA?NASAUD,?intereag,intravilan,1208,538.6983,7273.05,5
1030,40035,BOTOSANI,Ada?eni,extravilan,575,651.703,3000.91,0
1031,40035,BOTOSANI,Ada?eni,intravilan,189,43.3954,3000.91,0
1032,36131,BOTOSANI,Albe?ti,extravilan,1468,2188.2474,9612.1,0
1033,36131,BOTOSANI,Albe?ti,intravilan,875,239.5497,9612.1,13
1034,36202,BOTOSANI,Avrameni,extravilan,1823,1927.7109,7877.06,0
1035,36202,BOTOSANI,Avrameni,intravilan,625,178.6008,7877.06,12
1036,39983,BOTOSANI,Blande?ti,extravilan,543,1073.6636,4720.07,0
1037,39983,BOTOSANI,Blande?ti,intravilan,422,114.4254,4720.07,0
1038,35731,BOTOSANI,Boto?ani,extravilan,1525,1249.7073,4127.54,0
1039,35731,BOTOSANI,Boto?ani,intravilan,12236,1424.0488,4127.54,22175
1040,36426,BOTOSANI,Broscau?i,extravilan,1056,1009.3202,3950.84,0
1041,36426,BOTOSANI,Broscau?i,intravilan,905,191.2071,3950.84,0
1042,36373,BOTOSANI,Brae?ti,extravilan,1052,1656.2262,5217.4,0
1043,36373,BOTOSANI,Brae?ti,intravilan,605,168.7791,5217.4,4
1044,36453,BOTOSANI,Bucecea,extravilan,1180,1280.5803,4666.82,0
1045,36453,BOTOSANI,Bucecea,intravilan,1113,360.6607,4666.82,398
1046,36300,BOTOSANI,Balu?eni,extravilan,1543,1216.6887,7035.69,0
1047,36300,BOTOSANI,Balu?eni,intravilan,1252,332.3348,7035.69,8
1048,36532,BOTOSANI,Conce?ti,extravilan,790,463.6902,2534.24,0
1049,36532,BOTOSANI,Conce?ti,intravilan,458,129.5718,2534.24,5
1050,36569,BOTOSANI,Copalau,extravilan,941,702.0678,5239.55,0
1051,36569,BOTOSANI,Copalau,intravilan,941,223.964,5239.55,13
1052,36649,BOTOSANI,Cordareni,extravilan,665,497.5415,4156.03,0
1053,36649,BOTOSANI,Cordareni,intravilan,449,120.4958,4156.03,1
1054,36676,BOTOSANI,Corlateni,extravilan,877,551.3791,5056.13,0
1055,36676,BOTOSANI,Corlateni,intravilan,562,162.579,5056.13,3
1056,36756,BOTOSANI,Corni,extravilan,496,350.4893,7112.58,0
1057,36756,BOTOSANI,Corni,intravilan,1232,330.5569,7112.58,2
1058,39975,BOTOSANI,Co?ula,extravilan,538,289.6533,4860.7,0
1059,39975,BOTOSANI,Co?ula,intravilan,537,144.0233,4860.7,2
1060,36809,BOTOSANI,Co?u?ca,extravilan,5672,7533.8393,12372.75,0
1061,36809,BOTOSANI,Co?u?ca,intravilan,891,266.2991,12372.75,14
1062,36907,BOTOSANI,Criste?ti,extravilan,848,1261.0571,7811.77,0
1063,36907,BOTOSANI,Criste?ti,intravilan,968,302.0211,7811.77,3
1064,36952,BOTOSANI,Cristine?ti,extravilan,1082,760.5562,6201.37,0
1065,36952,BOTOSANI,Cristine?ti,intravilan,624,229.4462,6201.37,12
1066,35759,BOTOSANI,Curte?ti,extravilan,2025,1541.0843,5774.09,0
1067,35759,BOTOSANI,Curte?ti,intravilan,3378,666.4144,5774.09,54
1068,39967,BOTOSANI,Cande?ti,extravilan,936,716.8451,3420.41,0
1069,39967,BOTOSANI,Cande?ti,intravilan,560,216.5301,3420.41,0
1070,36499,BOTOSANI,Calara?i,extravilan,658,468.0147,5858.38,0
1071,36499,BOTOSANI,Calara?i,intravilan,526,139.5709,5858.38,4
1072,35946,BOTOSANI,Darabani,extravilan,4172,2648.5908,10083.62,0
1073,35946,BOTOSANI,Darabani,intravilan,2529,501.9362,10083.62,348
1074,37011,BOTOSANI,Dersca,extravilan,569,670.4066,3860.82,0
1075,37011,BOTOSANI,Dersca,intravilan,753,244.2223,3860.82,15
1076,39959,BOTOSANI,Dimacheni,extravilan,807,757.7173,3772.54,0
1077,39959,BOTOSANI,Dimacheni,intravilan,248,62.7432,3772.54,0
1078,37100,BOTOSANI,Dobarceni,extravilan,1011,1639.063,6011.33,0
1079,37100,BOTOSANI,Dobarceni,intravilan,381,154.8643,6011.33,5
1080,36006,BOTOSANI,Dorohoi,extravilan,1662,2028.8657,6073.89,0
1081,36006,BOTOSANI,Dorohoi,intravilan,4153,619.7824,6073.89,4255
1082,37173,BOTOSANI,Dragu?eni,extravilan,1725,2252.7343,5716.31,0
1083,37173,BOTOSANI,Dragu?eni,intravilan,487,129.2711,5716.31,4
1084,37217,BOTOSANI,Durne?ti,extravilan,1585,1944.7014,7480.73,0
1085,37217,BOTOSANI,Durne?ti,intravilan,715,201.6398,7480.73,10
1086,37057,BOTOSANI,Dangeni,extravilan,1284,2775.5093,8217.4,0
1087,37057,BOTOSANI,Dangeni,intravilan,424,354.9774,8217.4,16
1088,37280,BOTOSANI,Flamanzi,extravilan,2587,1582.4501,10850.37,0
1089,37280,BOTOSANI,Flamanzi,intravilan,1944,526.572,10850.37,170
1090,37324,BOTOSANI,Frumu?ica,extravilan,547,489.6419,8505.67,0
1091,37324,BOTOSANI,Frumu?ica,intravilan,843,1521.0255,8505.67,13
1092,37397,BOTOSANI,George Enescu,extravilan,1383,985.4352,5968.47,0
1093,37397,BOTOSANI,George Enescu,intravilan,812,233.3492,5968.47,0
1094,37459,BOTOSANI,Gorbane?ti,extravilan,2243,1783.6433,8198.17,0
1095,37459,BOTOSANI,Gorbane?ti,intravilan,707,170.6263,8198.17,1
1096,37547,BOTOSANI,Havarna,extravilan,1349,2094.6522,9558.4,0
1097,37547,BOTOSANI,Havarna,intravilan,977,251.3583,9558.4,5
1098,37672,BOTOSANI,Hili?eu-Horia,extravilan,472,639.081,5847.08,0
1099,37672,BOTOSANI,Hili?eu-Horia,intravilan,745,271.6789,5847.08,2
1100,37734,BOTOSANI,Hlipiceni,extravilan,952,1479.6749,6938.07,0
1101,37734,BOTOSANI,Hlipiceni,intravilan,504,136.3953,6938.07,16
1102,37770,BOTOSANI,Hude?ti,extravilan,851,974.891,10282.87,0
